"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Qatar","QAT","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1808516510.98901","2855219752.74725","3240109862.63736","4003021978.02198","3279120879.12088","2340109890.10989","3578846153.84615","5107142857.14286","6321703296.7033","8205219780.21978","9999725274.72528","15277472527.4725","25502747252.7473","36680769230.7692","47396703296.7033","42018131868.1319","39134340659.3407","48708241758.2418","50714835164.8352","55301739560.4396","65558949917.5824","59952434368.1319","74150106510.989","68646529423.0769","74542342692.3077","74872157802.1978","63323233344.5093","65906067477.3126",
"Romania","ROU","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11795454545.4545","8132894736.8421","7889583333.33333","7626184210.52632","7461208459.2145","8728480078.70143","8530651962.37431","7577008928.57143","7664601171.69896","5626361442.64006","7327559998.15745","9192250782.8361","10214097715.928","13408403614.4578","18155804761.467","22575900058.3451","33516019935.9203","54709797809.9496","70923180753.5035","47349654018.9552","45912866987.6333","53306009315.7515","47613286431.0017","47964782595.6309","49880449062.4627","45398606985.0463","43988643082.3808","50298778531.7705","56814390095.3927","60969442412.5156","61669439208.2941","73602682434.3813",
"Russian Federation","RUS","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151266611295.681","171396830245.892","155718178496.836","187851851851.852","159322033898.305","117503805175.038","100892683873.472","100620223723.557","92711097237.3966","88988764044.9438","40546110252.4472","29053614947.1974","48549591183.7896","67298594446.349","69196172248.8038","89766062817.6724","123530024297.119","153395511306.586","209584053547.13","314067581936.452","423536086331.977","231402250759.285","344860856364.78","496356650092.062","542218172621.094","533497083591.156","461082072634.985","301993675507.937","294879346932.932","371617406089.526","363254989380.562","383685240593.966","348425696450.588","398837542410.966",
"Rwanda","RWA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","7200000","8000000","10000000","10000000","10800000","14600002","12034285.7142857","11660000","14100000","12500000","15500000","20359592.5273275","23560066.2287607","27406401.18205","32265523.7501143","78567544.7807857","88133176.9270495","112471854.409908","150411393.048669","133462988.532795","202523933.960697","187126473.864821","250182698.259188","200210420.224385","250915608.547692","296963691.92659","308719277.915857","337953660.052907","347165437.285883","322898607.593357","373601765.027042","268039908.376357","317219983.634292","330171870.601857","75231818.6363636","173451829.890881","198647416.074571","255696117.597664","294575243.320747","258299422.743896","254303223.895948","251435748.599467","248051392.908021","281604374.552455","341223207.590627","444422653.366859","498765384.659304","683388944.24587","1105547110.19703","1192420021.56326","1257477523.48572","1438943273.14464","1783751815.699","1910374615.70343","1913698215.42711","2070945501.03937","2271190337.52238","2205415809.88758","2064073421.0714","2432492115.1431","2560639599.35459","2909708516.31478",
"South Asia","SAS","Gross capital formation (current US$)","NE.GDI.TOTL.CD","7884918530.17795","9030719516.44018","9423893239.49294","11111992898.0849","13333115326.8351","14584822710.4688","10830874277.6208","11925398954.9488","12392716774.9178","13415580142.6895","14798722941.4349","16150959029.4634","16478681155.8098","18429844351.7363","25784076515.1266","23724695924.7678","24810606253.1762","31207271886.5132","37579475370.7249","43626163902.0654","46277807673.9023","61592271826.8385","63275086787.2493","57876820041.0216","62058453470.5633","74899374793.5508","78777159578.0177","86905465876.9633","94161032453.7099","96817063614.301","105991568832.301","87113044840.0028","100363402996.017","86072058635.5439","109723158667.914","131789471335.146","119104576512.3","137407371036.654","136392819741.835","173774225789.186","157919461334.696","182235962480.587","192737083340.489","229832892527.626","298635611265.262","365571710185.367","434864882911.612","588638641545.301","548135665088.932","615198798542.595","766137332477.134","831450243050.46","816166089363.834","749678024423.108","828916289800.84","820067934644.555","871448675055.028","1027447028509.47","1098708872616.87","1074988777349.15","954535452787.388","1227184632046.36",
"Saudi Arabia","SAU","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","1157067555.55556","1096804466.66667","1204337221.46667","1721730060.35482","1948163186.88477","-2003755732.55814","14046491974.0845","8137559003.01342","19692439709.0652","22700355899.1234","29126710760.3836","29398931934.3609","37695659629.663","38994371388.0266","39617698946.9693","44371141175.1085","39271426838.8195","22289280069.5748","16922347054.0103","15183751037.9172","17376136574.6328","18539762111.3485","18449302990.6542","26425703631.5087","31480308785.0467","33315142563.4179","27517536154.8732","29078780026.7023","29465580774.3658","31163861148.1976","33683962666.6667","34791173333.3333","36608597333.3333","36133549333.3333","37339760000","42066243893.3333","51398184640","66266255264.0709","83728999279.0387","110118015903.936","141882604186.667","136089704133.333","163355129174.543","181038840108.229","195339121055.971","197635547940.951","217455168104.618","223580972322.723","199495495729.424","198669192480.657","215381987556.125","234153924980.634","194314757443.669","197093233094.439",
"Sudan","SDN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","139666666.666667","207000000","231666666.666667","210000000","214666666.666667","","","","","","","","","","","","1378333333.33333","1355000000","1056250000","1286250000","1312600000","1934333333.33333","1568500000","1214230769.23077","892307692.307692","767869565.217391","1450200000","1824500000","622222222.222222","1111111111.11111","3766666666.66667","7071428571.42857","1339835728.95277","1928123038.29253","2224965469.61326","1953262179.37683","1124850815.47809","1842235514.37456","2019329531.87251","1795719025.93546","3050630056.00498","3833153343.64128","4646529186.13042","5600138248.14162","7473808227.67632","10014089856.7382","13144153580.4743","16066780070.433","17000083389.1494","16121265392.1356","18729147571.5525","17004425110.6278","15545701595.2981","17601250672.7212","26767742509.0205","31494511326.4849","36579822109.8894","51302200751.1147","11869751449.6314","11578403004.9587","8616441198.80319","1188469128.71795",
"Senegal","SEN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","68992354.8677084","106286179.196055","123725139.607213","96221387.5807011","101726449.077283","123815421.614302","136438259.899439","167525557.081843","200212389.124282","255826095.402375","316436275.693157","296504014.919408","292284133.715565","343636039.771174","460626598.887936","541045820.703939","521560455.081579","675835920.27907","606080295.040754","574037267.765891","583100012.642929","597427799.295363","805658076.154452","890629380.167481","868017111.372964","1078878562.56115","1065989282.07711","1191844616.64472","1080120097.42812","862928012.677126","967901497.029741","1075168053.94716","957457121.103145","1219474863.20069","1451122401.24795","1345343504.57894","1664064687.53247","1619530108.40791","2098028200.50581","2381521710.1745","2705236303.30024","2622302017.16761","3445154877.93693","4420247108.29596","3293351606.25261","3238279879.53782","3741060341.39942","4348830229.69259","4553032730.13382","5123685259.94451","4591810344.75468","4828941879.72574","6260246372.77069","7547324539.80716","7476236891.78049","8607931887.50248","9810151736.41423",
"Singapore","SGP","Gross capital formation (current US$)","NE.GDI.TOTL.CD","79870638.9651117","88135371.7496407","127793022.344179","159120606.298184","177120083.627336","211583692.669541","238272572.847249","271527505.553378","351234809.878479","469554423.102051","733209199.006925","907519926.826081","1112105418.42856","1438293333.33333","2323512655.65232","2186302269.27654","2505292455.61506","2332483406.18423","2846027711.73239","3915567282.3219","5356663294.39897","6348122548.10387","7442230321.38969","8260841121.49533","9267912920.01893","7873189255.07477","6794963865.27885","7639570129.51226","8476163342.83001","10376714370.9004","12886581551.5562","15449377713.4588","18514426028.2382","22545735858.3983","24253175330.6272","29751516861.8597","33742198581.5603","38217200969.8276","26995877151.0516","28207728613.5693","33793271461.7169","24791873639.5602","23202557801.8541","16818964527.6088","26334457460.6555","27487503004.0856","33262382780.54","41735983013.735","58392748604.1416","53139704365.7614","66327026035.9369","74564398155.5096","86351204289.0294","92209861743.7865","92660721332.1758","78088885656.0954","84421932681.8675","93769715402.998","93466562870.6999","92670869373.9921","77533376821.0481","96671380721.9948",
"Solomon Islands","SLB","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","6025350.55064415","6895233.79768184","7208287.93830337","6965253.67246354","6280839.22186336","6077932.60316479","9761699.68530137","17471245.2419148","15846211.7147386","19622877.3676328","16213330.5214789","21732724.3259172","21174140.2274512","27292405.1824199","27647809.4427903","24663084.6472298","29161058.7707492","34706341.305927","33017692.499377","33690911.7215436","32030497.7500049","32398635.8469117","20596254.1488857","37743641.6685541","46428046.5482918","69682200.2948246","71883829.4237466","91087297.4385781","103860400.88282","103041589.075109","161163122.326245","159789564.602882","173251577.11551","188343079.388121","168779575.068133","208548649.980416","237500314.536625","287509191.87565","309173215.969821","367472532.850466","256897265.444274","",
"Sierra Leone","SLE","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","178414936.17832","212837546.372185","173333871.553708","142097139.492821","138170083.069384","93600314.0950137","52137708.1779766","71435261.9916987","62188592.6062619","77675420.0591845","84492257.0664376","85087162.7071058","56914297.1565879","59568458.1497797","79006306.4598602","48526218.220339","103930704.898447","-20612328.0692817","35726528.5239192","1960425.67342867","6974332.01089814","118491554.01153","146286326.822296","155588398.143021","149561322.326287","186499976.207677","195651507.480378","204050615.542925","228293021.664458","245230014.915895","801484633.005182","1236963059.91906","1044623662.83386","677103965.630368","686531170.275909","655116083.56974","739430794.356849","691563936.357896","605756190.116594","510878229.170203","491692267.779021","471994319.88921",
"El Salvador","SLV","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","133240000","154080000","144200000","116520000","137600000","150080000","184960000","179000000","263640000","376920000","416800000","456800000","688800000","815600000","626400000","474400000","489600000","449420800","422695100","437953800","412181300","499789500","489272000","535958900","670153800","665442389.38","811775000","1094835900","1266420700","1563378400","1868632400","1471977200","1541760700","2039804400","1952333600","2082286000","2175736600","2161102300","2440747000","2489782400","2734520000","3212050000","3538450000","3628420000","2473840000","3075560000","3608470000","3787390000","3742730000","3704700000","3754100000","3862770000","4165770000","4780430000","4931290000","4654640000","6377390000",
"San Marino","SMR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171550948.369643","231551318.455355","292264312.562123","341144047.290714","388280820.870799","278200763.489009","",
"Somalia","SOM","Gross capital formation (current US$)","NE.GDI.TOTL.CD","17443973.9824104","18465967.9736128","19697976.4408094","20761971.5352114","22903966.1984135","27271836.3689818","29469823.1810609","32675803.9451763","34901790.5892565","37842843.4285714","37857142.8571429","39558973.1504082","56589460.8959757","72753307.9678421","125655302.303415","160127084.988086","241302631.294678","106811594.202899","162085639.779006","135695538.057743","255898030.506237","192707709.321497","226751398.877152","164545286.216714","190771337.296668","261171754.735152","234436372.683077","336271018.564133","248149875.11246","330994228.30756","142141904.075271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2300677966.1017","3276219739.29237","3836933173.21516","1716433385.17367","1379402306.73584","630203954.982039","2241883201.79575","3241503269.49624","4473515856.44973","6837799367.60681","6286444483.74999","7060125875.33398","10787682516.8724","13789682988.3263","8425889974.34175","7360268831.79873","9028701792.08928","8345270667.35021","8409872602.86359","7775847149.43561","7408140139.72801","7356467007.37523","8648183119.90935","11472633418.8835","12923615861.723","12905738765.6269","15777070281.571",
"Sub-Saharan Africa (excluding high income)","SSA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","230096673902.082","189853177462.412","132147278054.177","90039225742.8526","71983255056.3736","71798690045.9578","71003981355.233","71011650012.6786","75310372981.627","87996217349.5258","86643039208.8596","74906008473.8308","63403652394.1235","70728729260.1233","80656982622.7721","82085026367.1623","85366260584.2314","88932562341.1114","85799785848.8293","88966343398.2112","83699157691.478","90508485622.7005","118102377787.956","149456589424.73","177168321204.349","219715435542.075","244556494175.551","290074233046.204","284077629940.833","308014965414.689","342042356192.348","359872823887.273","391240807734.351","426438104815.815","384081705457.109","345525724343.783","376274597855.106","381390205964.959","415735729340.364","388625851416.477","453888210109.669",
"South Sudan","SSD","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2008525271.36231","1669828253.52844","1502502885.15771","1414521311.47541","844062508.474576","2094679322.0339","1116210338.98305","689964291.65973","","","","","","",
"Sub-Saharan Africa","SSF","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","230294424223.474","190023885327.046","132263515471.006","90132164426.7506","72071892197.5418","71897893530.9111","71104910401.7982","71139855128.1951","75454327304.8339","88155953348.3676","86793762591.6679","75058936023.9865","63597956078.4347","70924353880.0931","80884670719.7249","82361875357.4998","85625953003.0362","89229578247.3783","86161766727.8773","89200215352.0401","84036928768.3777","90784948724.8799","118271769706.212","149670952072.229","177422430243.854","220030569071.086","244859472509.173","290331456506.646","284304397125.329","308371846980.911","342416737704.541","360298175322.488","391691598695.199","426840819819.787","384490442849.609","345957455762.203","376747199262.629","381863287573.063","416182990442.163","388842041609.885","454190140608.684",
"Small states","SST","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20214920650.3045","24429208928.3223","26588407206.3436","29486113016.419","30299943651.9257","26286066915.0543","29957012405.3075","30877647678.208","35331310290.5761","42631187096.9212","50780151817.7947","63795730840.3621","83750944342.5529","106615014288.23","126179163619.458","104378103090.04","108303988645.392","125766984204.927","133935948482.958","134582580174.551","146679677599.85","130628408081.164","148166401004.484","150459669835.52","164500180506.258","163823132457.76","144230329085.828","154700177313.694",
"Sao Tome and Principe","STP","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1054780041.54973","1356284153.00546","1565391621.12933","1944990892.53188","1581554600.42252","","","","","","","","","","","",
"Slovak Republic","SVK","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3741637887.25241","3941192978.11843","3955485832.5786","3875096041.22745","4023178312.96714","6106840522.87582","9517206590.62104","9651085306.44613","10282749748.294","8923241020.03322","7912452012.79374","9433312935.74568","10619402832.3079","12003836753.2757","15364060707.4159","18634101044.0965","20148505173.66","24415844700.1538","28664078390.1711","18329470431.8613","22325108438.1667","25698802646.5078","19612507211.9367","20770784654.1024","22177659968.1372","21893696111.9648","20931672905.993","22055916753.3542","24785436298.5961","25089621293.1686","21247608314.4545","25060740252.8019",
"Slovenia","SVN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3487266949.15254","2502130434.78261","2569935141.50943","2861140740.74074","3514995348.83721","5437503032.75374","5399798158.64023","5439374249.69988","6022830351.99077","6613241924.85168","5864176711.14938","5568635735.43929","5976905735.66085","7871578155.73296","9910637767.81266","10304690958.836","11959434198.9713","15884636722.2506","18343472524.282","11858788846.3867","10780153898.0167","11188569729.8833","8737652469.54375","9482984595.71258","9686467213.14859","8260983630.87304","8249104682.38835","9732474458.77649","11544541267.9482","11204184507.1059","10754798631.2763","13519252794.5851",
"Sweden","SWE","Gross capital formation (current US$)","NE.GDI.TOTL.CD","5378185232.29123","5758982424.97531","6196004687.18172","6684907385.81526","8013352878.78845","9000614319.52531","9376044554.5125","9854724509.71828","10130994148.9205","11099599069.3704","12777535181.3191","12646344641.9165","14364680203.2589","16831578549.676","20552633689.2373","26241131207.5526","27480438715.3057","25518204435.9157","24600307624.2116","32487836299.5965","39342892235.6724","31168476517.7549","26984346448.9224","24596115871.7116","26667550835.3684","30571516754.0302","37611470183.615","47952862437.7011","56836457598.9033","65932855170.7022","77692618605.1227","68914601736.2547","65699740375.6997","40640080170.6195","46763478486.2623","55723998710.2743","60122576796.8983","54899736735.2552","58477716700.839","59679027885.3602","60215668725.8519","55656930419.8817","59078781156.6072","73372988882.4308","84161439126.9442","87382210862.9618","98394188284.4054","122231017340.356","127307581435.572","91832684418.1975","113848664399.206","136831149711.277","124812844840.83","132175122038.961","136785513611.052","123390235875.82","127446047891.894","139175502233.095","144465038996.179","134130806300.853","137293438916.979","164687927787.333",
"Eswatini","SWZ","Gross capital formation (current US$)","NE.GDI.TOTL.CD","6719865.60268795","10079798.4040319","14559708.8058239","18899622.0075598","24639507.2098558","20159596.8080638","20439591.2081758","17499650.0069999","15679686.4062719","17219655.6068879","25917541.649167","27144015.6599553","31373357.6167556","44699567.7233429","63031052.2442973","53554563.8945233","60487580.4967801","81876724.9310028","163178472.861086","175932525.540508","220338983.050847","177187784.867821","162285872.167987","182030338.389732","141937233.105131","94404809.9789115","89628008.7527352","86787819.2534381","162964592.038707","166774697.83048","168476790.476559","180929272.444139","253330995.792426","245065336.475197","246310690.548609","272228502.109123","272990347.265834","295572916.666667","301249932.167212","258138963.908667","409145148.275166","365446283.58365","306660743.593879","423890702.869909","536600687.349062","551458745.459406","542209525.215979","556460669.372924","517103568.488839","550695705.535952","642813678.08556","621646293.261352","577810438.489647","561878913.73471","557073898.661163","508501886.822058","489975607.766357","564932142.482032","618131403.841361","609988285.196308","488370661.129427","667537548.872384",
"Sint Maarten (Dutch part)","SXM","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77262569.8324022","134245810.055866","144581005.586592","292178770.949721","216759776.536313","243575418.994413","288268156.424581","475418994.413408","","","",
"Seychelles","SYC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","19180784.1725375","25813176.1056958","37037214.6148325","41925576.1872084","56461643.1693711","50214373.1002687","47798246.2346603","31089116.4741119","32795632.9172802","38335747.3253205","47387060.434301","49267783.8279959","72498405.6414118","83691766.3238284","90576926.6802826","83527120.791031","91977586.4425311","134555630.608897","131630998.061632","154161154.161154","196623674.520614","179635119.272626","210448300.108322","269443144.595227","154835661.031188","253008962.868118","192651277.372263","76938100.6165867","","","309437107.089153","299950754.353763","260225013.746141","231155261.978413","355242877.740765","373394717.712624","424036777.583187","449463970.874833","402047540.597788","407731769.053395","430149184.254191","470852445.082724","471371782.245833","446121404.088846","219004569.579655","304150025.117461",
"Syrian Arab Republic","SYR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","117560139.664804","136345558.659218","181078048.780488","149075890.052356","157310549.73822","137433769.633508","165538821.989529","177061910.994764","217252146.596859","286952774.86911","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Gross capital formation (current US$)","NE.GDI.TOTL.CD","42564563.0765052","49361702.53539","41744347.8039972","56226018.6336209","58779549.9265814","45995058.88744","56924354.4359032","70425552.6651259","68294317.1064232","79491071.4890871","75517325.2528407","79750492.73939","86354300.9920774","98570659.6406317","120553899.866202","177486003.594066","147698025.517041","173179704.818117","180803107.255514","","","","26380805.0783326","22749068.8767262","44396361.5131649","75438598.1331766","86845830.4975379","106214857.337438","104308092.971257","115140413.77206","117416855.997812","122822460.918184","140538528.205256","142803087.342749","196323986.450403","190752812.790745","325490033.279093","300979333.677592","295467340.891239","210119842.793338","323159697.863161","688620901.048706","1201322256.37338","1429603945.80145","1074040668.9827","1376692928.55268","1648642948.0102","1930295318.1107","2274069714.12556","2808687838.48551","3678261191.1657","3465716121.80917","3846282793.88581","3789239048.78643","4706363024.91123","3116389233.33216","2463029758.7468","2129397628.58157","2345336589.57253","2422921740.67392","2202560520.92997","2235055696.64583",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","28497856564.2466","14285239707.3237","9888902382.66467","14453047747.2229","18599635294.946","24084899242.3044","29562123149.7251","22621961838.3665","23378693732.7656","26597098369.2673","39371539936.3287","43457145872.9952","46508954231.071","61163619921.3113","67235668489.1486","79880276191.3985","75017011621.2405","88345711609.585","89583455363.2434","102411270580.358","112938502061.81","117317668502.139","121848875062.057","136430428988.569","145864684227.929","172069316374.001","164432971335.748","155583721518.993","189682052440.246","211728527005.314","224765985754.491","249248875293.653","289772962145.793","335718559918.523","394150655929.352","486257163376.616","549349736634.178","536026118553.547","452953183851.844","473053267076.338","523222487852.902","592142005622.985","662945473567.927","816347432431.883","995928955812.02","1131554527639.44","1341138376262.28","1725512165264.31","2302653370986.27","2662724703493.22","3348387362963.63","4125852412521.16","4610016906523.48","5115739100904.41","5467737830131.39","5429075386529.92","5474320324486.75","6046747631388.15","6906043467923.28","7021026737075.76","7124738659942.51","8463853095206.84",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","306603177515.981","333223572052.658","302498067065.193","255583011704.785","204550844598.231","218987176091.936","215320099486.711","220377736068.402","195005939824.103","162357200303.562","193611875359.755","190144306602.355","210625281536.337","271993473967.734","371056162497.425","468959363529.427","608179898592.453","844746999092.396","1065003434188.38","676613328360.788","869487781506.205","1128435846215.42","1155825422865.76","1191625331860.84","1111696287096.77","873837203354.528","844110606803.301","970965963726.419","973682640881.565","969598357295.489","943811307271.723","1107891458661.06",
"Togo","TGO","Gross capital formation (current US$)","NE.GDI.TOTL.CD","13050843.1856917","10193270.7358433","13468638.3099081","18366139.572698","33465703.8075773","42030370.0019056","35412141.2383018","29268177.4741475","26659693.4054007","35389982.1742218","38349785.1507454","54111668.6913147","69436840.6476116","88384725.6843311","91813748.5474941","170778336.255074","154006792.201732","267014328.005122","434289457.975617","435309870.271754","323268164.555404","229270408.84108","175285707.242983","157715455.327948","108019861.006823","126807679.020974","199765577.77387","220339217.253406","220991502.718499","223505149.239064","432689051.614458","274213654.114805","265987469.955624","92240325.1700613","147821160.555737","211200596.055201","275045121.672775","244141360.160392","260917049.155541","210325940.052964","228326067.856177","242341012.266969","289822941.238541","309765141.212911","317851169.458677","376282293.463698","434764299.4524","476460429.760796","704118245.73991","746689821.71555","755452893.050708","1108010423.16094","990797585.300583","1183715043.90771","1277212509.06063","1347212851.16651","1291521713.59839","1171413332.52505","1288013337.01806","1483293025.73258","1788569040.94262","1989556213.93009",
"Thailand","THA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","399305063.781171","423536451.012423","562116858.237548","701872299.567931","720576923.076923","817884615.384615","1149423076.92308","1234855769.23077","1415144230.76923","1628701923.07692","1813990384.61538","1785384615.38462","1772692307.69231","2925979425.7159","3649798037.80104","3981196606.36038","4073950617.88913","5317620992.05396","6761178397.03778","7446532379.31524","9428415151.10078","10340690363.1464","9702349120.22122","12002947813.2704","12319052091.0006","10987337484.2133","11150124149.6793","14086607989.7989","20097889214.3956","25335576997.899","35292568056.1255","42085096877.3514","44540966374.1481","51112537322.8645","60004970178.9264","72557434818.9057","77849755550.9081","51474000695.0578","22816385150.655","25553463427.2764","28163483064.8338","27803447523.0634","30545645843.4687","36287417499.5058","44402074465.9692","57592124335.842","59900533234.7817","67039851440.6893","82247030465.3097","58134883829.4571","86492771187.0023","99347855318.0046","111412375213.54","115411312894.617","97431603642.8796","89712389445.1306","87242948289.344","104662254933.736","127801437317.008","129522636210.206","118363792073.165","147325179581.638",
"Tajikistan","TJK","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","643883720.930233","490864661.654135","352918871.252205","232947208.121827","181447092.299484","203634947.205769","188362821.13427","81009488.0315947","177060155.130259","113511956.875656","142103547.396616","244518027.268137","269331964.320092","451885762.794082","916223674.655047","1368204739.55752","1237140029.44939","1345444165.33455","1905253568.17492","1776009456.06518","2104151798.83296","2416254860.66105","3696467686.7161","2833480097.50246","2255623004.31594","2893511233.49943","2937536724.58659","2722851413.01505","",
"Turkmenistan","TKM","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","841121495.327103","1003344481.60535","1074113856.06874","1275239107.33262","1468113064.6338","","1173965669.63575","","","1175601596.07121","947718485.988868","1185453083.98613","972161102.1736","1009040748.64759","1120980392.15686","1229707071.70332","1519420406.52043","1576487447.89254","1857381488.20327","2004152563.51039","2355534709.19325","6109072847.68212","9419903859.64912","11716329122.807","15181409122.807","16597507368.4211","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","16402058408.2359","17534190080.3231","18881928038.1634","18295488659.5477","21526015928.6871","23710049987.3556","25781022941.7381","25641315923.4641","27945344852.7771","33430768433.2997","36411072326.3484","40100070829.6955","44286507124.1779","59673946885.3604","85464710585.8495","96496429602.6209","101701062805.386","113935837158.249","130730070336.613","150905012044.685","181435948851.824","209833746854.162","175230368566.616","125797964898.744","123893983244.647","128219215401.561","125821881168.654","147703294264.176","178210749765.544","198750586585.168","204407246343.629","222355165671.132","251867815079.76","312063591381.603","382092861782.739","359078003682.358","390426994257.433","454673852366.439","472224087184.148","394532242857.854","448242249443.343","420927293393.118","363388108676.69","363131878549.906","444998437181.219","541200015016.222","665100220222.121","834398150605.154","1026097985639.99","851367457040.184","1134568746252.15","1317807537077.53","1337096675231.31","1366409237775.81","1350035705172.1","1056487404575.41","973302718580.367","1057371167031.66","1051711039281.16","1010485825260.45","799395089361.937","1052161175044.15",
"Timor-Leste","TLS","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123035300","144210500","131022499.53056","109383035.257315","75371677.5535741","73044528.5606503","55090413.6991504","101305947.434399","203134683.450148","355155909.71181","376650821.862852","733142926.696117","696505499.532963","583049578.275218","624349177.087607","587382631.447837","653527991.457521","564623438.381428","558849922.778369","544196992.848182","373802178.692775","523099482.09391",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67798157925.5264","67691316156.6626","87133940316.4098","105446513365.273","93635861890.6","99890886657.5774","112233802359.623","113896720204.902","122427635508.191","117500537165.372","141869398448.571","177835525197.47","192459535557.48","227688308845.415","289238026830.353","384822736106.079","369766177044.29","415556799073.609","457268926221.684","482817701046.595","449903085063.157","445091110646.061","376466902947.095","375810154379.949","393357582068.385","359855619005.237","","","",
