"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Liberia","LBR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5380296610.16949","4195226220.16388","4116832386.36364","4991130091.98423","4671928817.45121","3106433867.49581","4322573260.07326","3794749403.34129","3259195893.92643","3410952996.98146","4531433033.97111","3665509833.08544","2768503937.00787","5084761328.125","3855087692.30769","4504594695.81168","12648523142.5091","13001346428.0057","18785142203.3344","15821619465.4966","14925876223.5554","4066492403.20209","14083141792.8192","16340174569.4739","15045190191.7636","8468143643.2088","6887945914.84465","9205911895.53738","11605201465.2015","9808124150.75449","","",
"St. Lucia","LCA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","17688000986.7987","18908893245.2368","20362295600.8982","19729878617.0369","23208395600.0252","25688254024.5933","27862177958.7023","27817977066.4474","30356567754.27","36268356982.6233","39602151249.5997","43906482477.7765","48633187561.8884","64496084292.9282","90823493461.6959","102784052030.242","108015277962.145","119933105302.456","138121838185.355","159160087728.978","190561577934.485","219017320186.727","183598054039.474","134434820901.497","133893470677.414","138682789227.952","135654736873.08","158314332073.756","190743697235.437","212779745776.802","218792909880.163","232858795457.951","260632700135.43","321518225325.923","392578923335.735","370990841946.011","405154287865.681","471328685741.262","489298199225.306","414298577244.005","468945771959.897","441065191028.926","382320434854.859","382165665972.881","465304444141.19","563721317461.312","689993018067.091","859089718627.519","1053399849116.39","874249520287.759","1156719376501.31","1341664619202.42","1361912477898.24","1391228622277.73","1373556990686.59","1080201793730.07","997360637896.015","1082820799136.2","1087348043490.27","1046800708434.77","828170161117.673","1086113788453.95",
"Least developed countries: UN classification","LDC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45245965309.4394","45205095860.8771","50489789513.0251","59384901425.2183","70212644004.6805","85110634084.3952","96648365337.9497","118713969156.621","153373441256.756","161742776019.75","176503244586.921","205224756924.501","227127347603.029","252978402720.414","283905942369.021","282047885778.602","297926621753.539","348005672826.402","328671099438.288","352785683745","344686385226.392","370983329680.998",
"Low income","LIC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13210459465.4486","13261079269.5056","15152403820.6458","13803122305.937","14768113642.3671","16035731056.9897","21527813747.8339","19743499233.985","22749758991.9254","27360333491.0303","32267343223.5223","39779720905.0646","48585360654.7639","59899223230.4806","72076349468.6768","75239289608.4618","88925374535.7108","94612287762.0887","101969121428.482","115843615506.333","135310110355.235","137567552212.025","146085580325.426","172674521757.823","127200296907.948","138765630023.79","125619034727.416","124686188729.707",
"Liechtenstein","LIE","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","200294696.243697","249738979.87395","219912894.609053","210970775.831933","189177710.621849","212815126.05042","251050420.168067","283333333.333333","285546218.487395","378823529.411765","435126050.420168","404384485.666105","441876046.901173","395000000","561654135.338346","590584878.74465","582164090.368609","592897406.989854","547982062.780269","868786127.16763","1359044162.12946","1226493506.49351","1466938971.64825","1493072673.18317","1560849056.60377","1424226804.12371","1515453247.68023","1559103260.86957","1589500157.18328","1517947295.42302","1783699450.82376","2058399806.62316","2355441478.43942","2642280629.13907","3166936462.97046","3352682926.82927","3370074181.29184","3680335650.11019","3970349107.83553","4272692525.48131","4579041682.89832","3465577843.55416","3851202174.36755","4157853294.65396","5218065026.18836","6547452736.31841","7912666579.41537","9042587811.59829","11217625524.0747","10278403198.7528","","","","","","29182745366.6321","32083149089.4803","37492502735.3876","35961310662.7955","30361870460.0803","28767470811.875","31359426281.6774",
"Lower middle income","LMC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","40958381733.2897","45262232573.7861","50004566071.1782","58198917759.7985","62998150874.3084","71332172834.9642","89039586116.0392","127462857225.075","152495793487.741","184836975105.963","228463556041.588","241258141103.13","243400518331.72","324041336279.877","354982567375.194","326952820433.998","295119593464.949","257813552052.932","251559992871.879","258960359049.694","237976687004.125","240540760439.134","261239295092.016","303747972085.381","267722990115.106","290190050110.813","268623696751.766","299730563113.867","349596005952.109","370927614590.082","381946263205.12","342773689203.201","379254291871.631","370254897364.904","405193852169.096","435603986483.763","527291222254.224","655058328686.25","767758760583.624","925411142292.81","1194462863798.36","1326417161969.11","1376665158490.12","1686435495830.15","1887489751574.76","1952761121318.49","1860737509585.25","1964815153112.39","1863572713125.22","1932809038854.31","2144723127410.4","2258488608605.21","2297507606252.04","2055219367269.7","2499792071014.29",
"Low & middle income","LMY","Gross capital formation (current US$)","NE.GDI.TOTL.CD","107420498076.458","82538846408.6075","76213702727.7058","87247536855.1956","105919582755.243","124177041559.273","130642843706.383","123895257843.65","132339000305.648","152287188159.55","185677010909.286","203104631623.433","223219831014.556","292235412158.409","386618309906.6","454030656382.805","478102535301.002","549802756425.74","581250493638.32","656541404516.4","810704004831.073","890308131899.618","803080187933.068","709462350974.826","677211927263.427","708357739434.113","707136640860.88","716350974380.814","798280214073.194","876542316364.182","1014530670078.8","957863384203.647","1000514629845.55","1046475156555.2","1164219298958.1","1283283513221.43","1374491891818.18","1420867041974.51","1327933262429.37","1296201963795.52","1417902082251.34","1481571729396.4","1542758425371.06","1839735016642.25","2302556731191.61","2709651234678.84","3278527836451.22","4223079055761.88","5240798677986.17","5163587059015.85","6523023661245.02","7859405621325.37","8399357518834.73","8911486416572.03","9251580542057.03","8655137799285.87","8614138063903.01","9576648750273.9","10442568880114.3","10539871639056.6","10251148633565.3","12287740551712",
"Lesotho","LSO","Gross capital formation (current US$)","NE.GDI.TOTL.CD","699986.000279994","1399972.00055999","2939941.20117598","4059918.80162397","5039899.20201596","6299874.00251995","5739885.20229595","6859862.80274394","7559848.80302394","7699846.00307994","6999860.00279994","6991051.4541387","9106283.3355015","17291066.2824208","19131714.4959529","27045300.8789723","50597976.0809568","45998160.0735971","66697332.1067157","95011876.4845606","159862223.934258","163250826.210826","","","","","","","","","","","","","","","","","","","","","","","","","","419262568.484401","494406260.591682","531636699.434722","699504685.92038","653406810.011157","885050000","773258757.20267","832321459.176058","718210982.137959","608447938.761081","512226159.203831","577857925.479262","644564927.604441","684733229.641961","",
"Late-demographic dividend","LTE","Gross capital formation (current US$)","NE.GDI.TOTL.CD","59472941586.3296","36400375290.1941","30016387208.3485","39063625689.7077","45603007240.23","55791679206.8716","67819429252.9186","56740746178.7227","60445605704.4668","70146869011.0046","92819109520.8981","104617299102.158","113512898057.441","151349215352.265","182306994089.314","210493975592.002","207927356402.074","241467642217.452","260090332159.219","302226140308.104","335226704838.374","351597985436.327","344706798715.324","310988201235.868","341035646665.956","391843972561.138","393844257645.809","407503603915.667","481307017744.424","563091484895.5","546574154310.233","588555139194.977","597758695330.111","611715671078.52","699783268077.844","827777450316.378","903376318160.745","915746587133.564","839668349551.407","769050048554.705","861522705224.995","940305513366.439","1002582409632.45","1206816415519.64","1509658634921.59","1773256735581.4","2161397952370.88","2875365423188.61","3728930889671.65","3644180869182.75","4555881717561.03","5632039737026.95","6103935981639.03","6631580948807.7","6921396569510.02","6489973726055.53","6476010253935.3","7172060292550","8053050500236.04","8251150417745.18","8197872583390.07","9691987288073.07",
"Lithuania","LTU","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1793298530.15712","1769746223.56495","2491396633.5779","2740158826.06819","2347542511.8688","2170418644.79931","2336031074.66552","2967319432.70405","4126138747.88494","5178974167.90859","6332928224.90359","8133607729.95357","12826351943.0761","13442565490.9996","4732214345.28774","6729837722.38823","9561370359.76528","8482536651.99795","9084053099.13278","9523561466.07743","8813239234.13007","8268634880.9113","9160660348.63884","10941824600.5067","9698778996.36861","7924363572.74866","13070819171.4998",
"Luxembourg","LUX","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","320522791.448165","383964506.80974","461878837.870039","601865038.294349","574419014.084507","609360535.263793","663936259.143156","658718064.153067","1002756500.57641","1036927627.95817","1293833632.22513","1056803563.66797","974329860.497969","938560946.745562","935318346.830494","791115564.916095","1383157847.20968","1959182063.74932","2289978058.14591","2409840294.84029","3157984065.66876","3654248080.33077","3565577164.36637","3686454057.83582","3876238244.51411","4264110563.76574","4107398045.60261","4174765448.80469","4498616359.19093","5187613571.21623","4789347615.92628","4750556941.12048","4831155536.63373","6321963807.77293","7470677045.24056","8103404382.72996","8154590774.11411","10066417477.4326","12109940205.9695","8814387490.6832","10165283856.5834","11888131641.1187","11209449686.632","11831377521.9522","13137306454.438","11388662746.1066","11156677930.6856","12412845262.8836","12101790005.8078","12770497267.498","12707320058.7393","15010106417.3602",
"Latvia","LVA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","906893896.177981","1136938489.02501","1374477377.20784","1838152031.45478","1663878212.82729","1948836616.45423","2329059771.65883","2661373351.52342","3506470298.85623","4775400026.01795","5960993154.94711","8589882116.87986","12906096293.2567","12646268089.4606","5925713094.2452","4873623736.31172","7063712921.40562","7736911865.99619","7335397527.05336","7472046381.30978","6451587789.81601","5915046716.33465","6679941487.89295","7955585084.01882","7896670200.50195","7596875388.7829","10273769622.3409",
"Macao SAR, China","MAC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","251373317.485303","276385948.929557","290215795.106653","309546431.964795","385613737.3334","485904766.66084","575205830.410666","664807876.622811","740556040.393966","1039816098.84687","1574075235.50293","1812088960.28917","2018642513.47311","1854840733.95417","1407913235.58948","1357817260.7927","1088008221.78774","1036799759.75675","703098717.900796","633970249.579884","728956606.169243","1124395352.31636","1710254045.02506","3105316373.53172","4985877471.4425","6739382023.17102","6393187117.36761","3994839873.25126","3741096198.5454","5074829762.29079","6325986558.02951","7250697808.31863","10868775901.1406","11413775829.6807","9846656076.84707","9866683279.34214","9519108082.99783","7788612849.26585","6522011240.31493","6968584098.43233",
"St. Martin (French part)","MAF","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","208675012.350558","196400000","272095879.853769","319150024.701117","292554233.771366","313012548.167177","290485149.688766","403715047.920166","411816994.368145","518328228.435925","731350657.049699","781782178.217822","775299947.835159","1052618763.54428","1570323584.60341","2281061073.41147","2798406987.53196","3592254568.87172","3366693066.45547","3897309635.55692","6595438449.42336","5642209655.27908","5914288228.45758","4282025789.93995","4612395891.2661","4599017787.936","5348625829.26936","5466780194.27696","6283355422.64073","7965528616.1966","9374030610.38788","8821065754.71481","9341461595.22136","8380532003.44123","9138682353.58035","9911328067.91569","10562229259.17","9756294184.94804","11624244877.3479","10754585971.6046","10241099491.8125","10896644864.1953","11493331213.1386","15116973993.1484","18444827435.7239","18877222413.9876","21211599538.4056","26783442989.1483","36160277666.671","32556999416.6636","31763056598.3938","36267320980.4818","34411941959.1118","37041936827.0775","36661789372.2565","33319951250.9857","35656385419.322","37527651671.4816","40926902547.3839","39442971373.9069","34922079016.0896","44367469544.4179",
"Monaco","MCO","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","436083486.635645","410988478.26087","459620779.220779","439511359.404097","267916706.257958","308539659.304776","344735754.033637","359952847.565019","459126776.928263","684876503.654194","921175354.773167","1116134672.64738","1677097669.66779","2375191589.68437","1258785464.82322","1663657918.42769","2023539787.99536","2107482624.2574","2368310470.50364","2493460722.09946","1827490510.53624","1774278774.30973","2202530253.58606","2934797676.56995","3034683034.81402","2867005650.80008","3921286972.31421",
"Madagascar","MDG","Gross capital formation (current US$)","NE.GDI.TOTL.CD","46855658.9894405","40799694.5145657","37293318.2536292","51318339.203603","56737066.1328783","54186910.7797929","76817895.5944615","88611414.3975978","106461306.825994","113915450.732792","110215496.657981","134578438.91456","118325068.117615","150385421.697334","166059737.332717","185775329.99612","177487049.408626","190560461.60553","255938060.353007","557423892.891514","2423509388.4693","1698505679.37504","1260748396.43772","1218438619.97339","1047636606.99654","713508373.325887","891580586.541264","803247802.764599","561377484.04008","1294035494.02456","1413798999.02078","998373766.99939","1340875245.61198","1538979542.60738","1157857108.4159","340474842.822218","469814831.83201","432772539.49509","539088311.855858","525897483.359923","552294472.492793","789059516.484344","587094670.472117","874597772.62513","1071242888.73129","1132427686.95241","1299050284.79415","2260553074.65","4155572261.94688","3579584883.96262","2698066299.09806","2697484659.08768","2335354041.40755","2051490904.31336","2065122011.08683","1810764800.97227","1939143340.68347","2082697787.81879","2848736245.1478","3199508886.86825","2312105215.17223","2509459428.53768",
"Maldives","MDV","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1030077241.16408","1379254036.43037","1895106217.95372","2147793695.97712","2744862125.42558","2621023013.91236","1703927021.77319","1840063157.41542",
"Middle East & North Africa","MEA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","16903379635.7327","18320140902.5305","23425835707.9584","25681015621.0556","61214696857.6972","69058039329.8398","101406074691.898","120944799280.239","124697910664.174","121200152891.699","172021547855.615","169009878471.712","168225297161.611","181820378894.043","175817903974.236","148343037854.522","145991527041.663","120721401109.726","119533965034.682","112768363113.08","228334821074.893","131886284902.635","145152423934.963","150367449584.013","146479756097.257","175522227838.743","200924838611.074","190990549292.021","201371558790.417","213279833047.499","221451792256.035","232205394849.831","229735165677.727","266604739036.939","322287119019.49","371032443872.498","450708471681.708","592816744947.21","762765017620.023","711871892171.194","789168479235.001","879966261298.526","931859737643.958","909620171643.627","954922505894.618","890192915898.019","892012708679.009","920126238178.629","924625607160.175","948624433805.648","809203290712.896","853401169543.638",
"Mexico","MEX","Gross capital formation (current US$)","NE.GDI.TOTL.CD","2395296000","2487024000","2501152000","3116128000","3788024000","4424968000","4731808000","5353560000","5692704000","6387128000","8076960000","7934768000","9181584000","11820024000","16684048000","20849216000","19842603896.1039","18691026548.6726","24195631578.9474","34914175438.5965","52781913043.4783","68482408163.2653","39801524822.695","30890649458.7843","34882067938.0215","39063043985.9868","23995931677.0186","27015563053.2579","41318931415.2479","51157372740.1991","60795285500.96","73357691492.1813","84690527319.1379","115272327641.546","131548753518.414","75492634046.7956","88656156143.9061","113078102797.247","124745003064.799","135525180117.987","162522513325.437","157659853676.29","159870610190.555","153859872277.319","173012520822.258","189921197845.456","222611795911.627","243370852839.443","267583330278.444","206010628704.629","241105654083.571","274832246987.515","286899022362.276","286665368383.965","287687057588.866","273198237287.28","254753641107.795","265448709745.595","277626103937.27","268525403247.576","209265866952.75","261750391912.156",
"Marshall Islands","MHL","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23499392.6286697","24852816.2240982","41816923.8567352","39886889.6961212","28736244.0824509","56889554.5005798","68301415.3242111","39538167.9534912","22887886.0473633","44720065.9886003","37423850.7151604","30646747.5891113","40519611.8354797","47453091.5021896","48996374.8455048","119458770.751953","49783315.7777786","47199185.3713989",
"Middle income","MIC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","106561107505.684","81328565198.3713","74723249094.3183","85738756612.4935","104346150020.04","122565851458.446","128883406854.344","122088259950.337","130360818594.886","150052352178.809","183188342928.268","200258797296.814","220180283070.23","288417978476.797","381755278744.959","448177034120.396","471863581125.852","543115956386.58","573741084969.351","647587323190.786","797440835566.329","877750426243.25","791917664998.243","699787061292.918","668551018206.454","699520496220.768","696852692222.596","704506091450.725","787700392522.238","864147599744.316","997904245241.359","938700122808.191","986951006876.263","1032382203215.87","1149693168918.15","1268051872330.2","1357612474206.27","1404525455784.45","1311548845619.54","1279244568509.83","1396979890852.01","1461343422348.25","1520393907152.77","1812928054275.43","2270179189254.12","2670475777121.48","3230858296246.75","4163267411277.8","5167911777300.65","5089151928330.32","6432795365751.77","7759336435139.93","8291731420747.36","8791190895162.13","9114695770641.11","8518322312816.79","8470730424494.63","9409107056578.55","10308138196972.1","10395903392347.6","10118344836755.6","12148535864997.9",
"North Macedonia","MKD","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","834805653.710247","830102040.816326","358731094.087606","407857758.62069","523377836.128627","928915732.620942","886528884.898114","780233343.665943","797035123.765876","723544773.627548","825505015.636404","643825207.12964","837034458.537556","886836529.38112","1195995134.57829","1242053660.74382","1468859755.17296","1976802936.74463","2768004929.81463","2420239180.41931","2301754959.62173","2824434556.91509","2819025982.29704","3116371701.4439","3442226151.07317","3059972522.8721","3469587326.42284","3649120560.49977","4100285757.60309","4318946188.34081","3698872944.8841","4469497327.73229",
"Mali","MLI","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","47914450.6757964","58720811.0308008","58943938.8578084","54963557.8069597","63258004.9499448","83144056.9074337","95188556.9742225","72908432.8618245","128941839.040033","125512605.412235","163654964.974504","194627789.211703","246884145.15649","","","","","","178797640.729543","308132251.875426","421295900.532924","401289907.906019","465576110.209108","512011118.100778","466222349.021351","589299008.347386","435831533.664893","430416616.915995","573006621.394315","539172486.880899","557342425.881201","578357079.01758","615656226.901069","508654514.287503","710645666.828282","615363643.649854","981084972.100237","1179700685.32895","1304599414.63237","1463536626.07652","1947286620.22754","2372820627.80269","2250986299.1911","2568152058.3402","2563084537.54558","2137922889.20928","2530143778.20917","2896109080.31132","2720666725.64159","3361012788.2693","3317336505.83271","3492409484.26176","3893531358.00489","2875811094.08498","4059240075.25643",
"Malta","MLT","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","75283845.0443025","70489402.0879468","67552317.7317732","70071353.7422884","93588595.6119835","102337833.314738","133187922.851661","149012503.812138","170757825.554194","234020479.041916","282265473.527219","308833370.337478","357164895.833333","320443164.896257","292113790.855759","288184205.710102","335678610.443522","441989189.860835","533274815.103153","575261517.615176","780111576.387951","796412483.399734","763879795.396419","741688601.90904","842527206.634102","889956225.680934","958670795.61696","913802691.580469","1020112719.63753","979014205.768403","1163433274.54439","902508823.809978","814671814.671815","1253670194.60567","1469855505.72995","1773908717.82117","1599548362.81521","1867095537.91404","2011571700.60056","1742011669.90831","2012859604.93172","1704342984.4098","1623281510.98548","1706601142.24997","1821177095.78849","2677465882.614","2713415984.06022","2878219611.38726","3211856400.56684","3340199261.16646","3275385494.00343","3994086339.44412",
"Myanmar","MMR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5116362395.71856","8011493681.4534","14294191378.6333","17234029408.2487","18625057387.1335","20006696844.6361","20951606839.3252","20064759003.2332","21163361936.1472","21611889417.7085","21050353055.1228","23687218691.4951","20062521304.2783",
"Middle East & North Africa (excluding high income)","MNA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68957013472.8369","68848345486.5607","88392769960.7712","106693557888.097","94962787695.5258","101302946089.694","114083498124.655","115260225321.822","123609001834.063","118422516900.339","143002660682.11","178966900290.79","193678917997.937","228808655942.65","290391390646.264","386119560264.311","371204091257.463","417409615357.655","459050093962.766","485120510413.668","452923708031.642","448199716994.227","379957220525.785","379695348895.846","397808680071.951","364483863556.087","","","",
"Montenegro","MNE","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220368523.136603","271823392.44134","241020870.714893","263225149.836029","344802582.567668","400118144.509389","651297202.35855","1279310156.03613","1871754797.12905","1120654348.43012","901935569.402095","878403396.436526","841485288.449184","875628901.580555","928975687.52491","814800843.226451","1142605711.75559","1467810664.25667","1757476381.67218","1772226575.61849","1487546438.74644","1562316063.40194",
"Mongolia","MNG","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","1616049966.66667","1792535033.33333","1581098900","1213075575","1372950325","1849287166.66667","1535420400","1499777433.33333","1709829333.33333","744351900","736647778.947368","338031607.981221","161871161.997975","176521820.120178","388962335.881946","352592345.957261","295643171.179382","342566617.465183","335072932.316111","329821984.0042","319205163.262192","344135176.920394","514687410.644199","621189320.835583","947022506.678508","1225140256.77054","1639162551.15342","2449818434.00461","1575512730.8135","3025833928.85908","6053372782.86055","6871489046.68602","6703214949.53008","4300712944.83142","2848482820.05687","2530273633.1309","3146470328.52016","5189260483.85913","5056305300.04152","2979924237.34661","5613033091.83914",
"Northern Mariana Islands","MNP","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","946075775.531544","757545617.10244","780085772.54659","685855065.743715","986219518.4114","829436128.106821","997428202.640424","1260860087.91875","2415976462.02378","2130548728.59094","1650514239.06953","2066500582.81949","1884024980.763","1932367339.34716","1923277295.00022","1981737842.90259","2143639179.88568","2635782383.97406","2183554699.9633","2436323361.82756","4145965886.41649","8098332967.9625","9164091901.10317","9363858206.78921","6579635908.20984","5562918919.9476","4386924416.87649","7429800708.48155","9242997707.37174","7193255980.70971","7860583423.20324",
"Mauritania","MRT","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","39375028.260077","49594604.7308178","30959053.370576","18334973.4978195","18034401.9106784","18567685.754883","30739004.7296025","43445130.3628324","33608590.909791","34559130.5662932","38880604.7688552","60382461.9371167","21605317.1211166","50018891.2962436","123013176.961874","166654411.035","158451945.280573","126465177.527214","123204818.048701","192545605.583034","234877730.237412","265063829.74819","214894587.943815","183522493.883545","198771352.922099","246919639.784874","266094802.709321","276753496.175964","188384574.189354","210233842.176432","312240768.310839","312617946.154642","184930698.806351","667242816.103581","297832686.024289","262574266.517031","219193581.950966","198403828.604172","221246790.190632","201011417.904513","218407324.67756","169598920.287482","440490708.284226","832871934.51248","1435870335.09036","1019115837.67684","1223190400.13612","1719164175.09435","1246209043.85477","1815375499.28596","2614772906.7509","3308046497.20181","3435104109.98996","2755464530.51449","2371864527.89277","2001376390.22508","2577171289.3637","3471442786.06965","3786530596.22576","3937255977.54187","5713959576.63331",
"Mauritius","MUS","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","216867469.879518","246696835.318511","312008177.437412","378085318.875731","234634254.258683","288479829.911039","195907105.081628","190411918.470554","229342840.373035","252549781.447305","320798431.652112","481356090.13682","662092471.181824","678959724.061955","801628149.493726","806264804.533519","937194021.795004","996618166.364461","1130750506.67023","1033540356.48758","1091277984.85634","1230616394.31456","1074881472.28115","1159970129.99389","1211612706.47934","956443072.782387","1067601692.14338","1377316043.94029","1604769052.85743","1470872702.24639","1797490231.20275","2117827021.39958","2532158522.18411","2169537982.09","2711503228.90815","2758238695.74305","2844891846.9218","2646361403.71449","2493076782.40196","2100368831.0651","2175376105.38547","2422900462.27821","2659307369.51294","2805840979.88639","2077978188.87892","2242631097.97779",
"Malawi","MWI","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Gross capital formation (current US$)","NE.GDI.TOTL.CD","227035149.61453","257742061.936496","329282634.261074","477590487.390566","501764014.112113","543577681.954789","569057885.79642","522344178.75343","545211028.354894","498170652.031883","676532078.923298","880647380.663762","1085614980.84835","1811484467.72807","2705330065.22371","2173967355.0966","2413833805.47687","3133303538.78032","4362694300.51814","6133704989.94699","7449584271.21136","8748318215.35524","10001712768.6906","11401369922.0265","11391449052.7394","8605316149.81877","7206941969.47393","7428163200.50802","9298151825.26348","11604400472.534","14246367703.0574","18571428571.4286","20923155456.0804","26211879880.3465","30686633135.1928","38710925039.8724","41834009062.7236","42975370856.6967","19250662454.1378","17715000000","25198947368.4211","22637631578.9474","24986842105.2632","25085789473.6842","28754210526.3158","32146497319.849","36936644675.8628","45308645566.6744","49528748725.9428","36074053057.1712","59639564124.057","69089869281.0457","80964775964.776","83848741629.3757","84439793455.3454","76617078479.068","78312802834.8962","81524741884.4759","85742112958.7867","76862764031.382","66452242179.1364","83067603118.2874",
"North America","NAC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","249424562493.106","278414055491.391","315156499155.26","364719711676.804","392405787975.83","385078370289.964","465055967499.446","541492206860.379","635656681386.188","721266698682.523","731538621913.822","856522545530.941","800884492495.835","878050292234.808","1088336688206.15","1128686283058.76","1169720089939.01","1243209753786.81","1315455880383.26","1404433821281.21","1411189935950.51","1357275916345.29","1418741843213.41","1506097554071.49","1664291863437.06","1743087085982.22","1871881416750.55","2061739328213.56","2214699688622.95","2396511394060.62","2581489211819.19","2492769101178.48","2524924994841.46","2675289993601.99","2987803076288","3314403345258.37","3564105949177.03","3617179795452.04","3481995853048.36","2875212527993","3190625988544.81","3403089743678.52","3698157352923.77","3887064807737.64","4096623518443.18","4231339598353.99","4193654129236.15","4443294841045.73","4754667379838.55","4959714858028.52","4800497902493.7","5393462205615.22",
"Namibia","NAM","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","579342336.286595","518522304.831358","386490387.575981","392458250.255812","257483831.471565","159469594.499035","147183706.971554","294991010.638507","374754360.668573","375832759.080337","754890251.4977","462164306.66715","632782784.01122","497073048.321449","699115495.099696","769759945.962339","816829483.869467","736242860.243056","865626033.319465","793465668.221622","668408556.442549","791597117.037588","622561490.223609","955158168.863273","1259743796.15152","1425745605.36921","1777356991.91677","2126907958.15378","2364811178.30265","2334468120.80537","2718371212.63795","2761912260.27397","3485172471.86897","3540171573.16015","4324608954.1727","3463627352.81978","2362049380.38926","2291016826.89484","2040864018.31896","1922566386.5003","1448837804.58491","1938172417.13898",
